place_id,place,name,Type,Best Season,Activities,Location,description,Rating,festival,No of People Visited,image,price per night
198,Sindagi,Vaibhava Guest House,Cultural,Winter,Shopping,"Sindagi, Vijayapura",Cultural spot known for beauty.,3.2,Ugadi,6918,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,7282
199,Tikota,Ilkal Homestay,Camping,Summer,Sightseeing,"Tikota, Vijayapura",Camping spot known for peace.,2.5,Ugadi,3449,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5374
200,Gol Gumbaz,Heritage Inn,Pilgrimage,Winter,Shopping,"Gol Gumbaz, Vijayapura",Pilgrimage spot known for history.,1.6,Mahashivaratri,16051,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9208
201,Sindagi,Sharanas Stay,Heritage,Monsoon,Shopping,"Sindagi, Vijayapura",Heritage spot known for history.,3.5,Basava Jayanthi,6879,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6941
202,Bijapur,Vaibhava Homestay,Nature,Winter,Boating,"Bijapur, Vijayapura",Nature spot known for pilgrimage.,3.8,Ugadi,8851,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,3803
203,Gol Gumbaz,Kalyani Homestay,Camping,Monsoon,Birdwatching,"Gol Gumbaz, Vijayapura",Camping spot known for beauty.,3.3,Banashankari Jatre,17051,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,3597
204,Bijapur,Rudra Homestay,Camping,Summer,Temple visit,"Bijapur, Vijayapura",Camping spot known for peace.,4.1,Mahashivaratri,9567,https://www.malnadhomestays.com/wp-content/uploads/2022/07/IMG_8739.jpg,7142
205,Almel,Ilkal Retreat,Cultural,Monsoon,Trekking,"Almel, Vijayapura",Cultural spot known for adventure.,3.9,Makar Sankranti,13810,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,6747
206,Sindagi,Ilkal Homestay,Nature,Winter,Sightseeing,"Sindagi, Vijayapura",Nature spot known for adventure.,4.8,Makar Sankranti,15634,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,7805
207,Sindagi,Nirvana Stay,Adventure,Monsoon,Trekking,"Sindagi, Vijayapura",Adventure spot known for culture.,4.8,Mahashivaratri,24823,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,5372
208,Bijapur,Mallige Resort,Cultural,Monsoon,Trekking,"Bijapur, Vijayapura",Cultural spot known for history.,1.7,Basava Jayanthi,22227,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,3507
209,Bijapur,Rudra Homestay,Camping,Monsoon,Camping,"Bijapur, Vijayapura",Camping spot known for culture.,1.8,Makar Sankranti,7906,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3016
210,Almel,Waterfall Stay,Heritage,Winter,Trekking,"Almel, Vijayapura",Heritage spot known for beauty.,3.3,Mahashivaratri,8417,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,7182
211,Doddaballapur,Krishna Stay,Pilgrimage,Winter,Sightseeing,"Doddaballapur, Bengaluru Rural",Pilgrimage spot known for serenity.,1.8,Banashankari Jatre,15614,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,8926
212,Doddaballapur,Waterfall Resort,Camping,Monsoon,Shopping,"Doddaballapur, Bengaluru Rural",Camping spot known for pilgrimage.,4,Dasara,4622,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,6638
213,Doddaballapur,Rudra Cottages,Heritage,Winter,Birdwatching,"Doddaballapur, Bengaluru Rural",Heritage spot known for history.,1.9,Mahashivaratri,22347,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,9042
214,Nelamangala,Ilkal Stay,Camping,Winter,Sightseeing,"Nelamangala, Bengaluru Rural",Camping spot known for history.,4.9,Ugadi,21352,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,9446
215,Dodda Alada Mara,Waterfall Retreat,Cultural,Summer,Birdwatching,"Dodda Alada Mara, Bengaluru Rural",Cultural spot known for beauty.,1.6,Banashankari Jatre,18387,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,7217
216,Hoskote,Vaibhava Inn,Wildlife,Monsoon,Shopping,"Hoskote, Bengaluru Rural",Wildlife spot known for history.,4.2,Diwali,1838,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7819
217,Dodda Alada Mara,Nirvana Resort,Heritage,Monsoon,Sightseeing,"Dodda Alada Mara, Bengaluru Rural",Heritage spot known for peace.,3.3,Diwali,21619,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4822
218,Devanahalli,Rudra Stay,Nature,Winter,Shopping,"Devanahalli, Bengaluru Rural",Nature spot known for pilgrimage.,5,Mahashivaratri,12818,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8813
219,Hoskote,Mallige Stay,Cultural,Summer,Shopping,"Hoskote, Bengaluru Rural",Cultural spot known for beauty.,3.9,Basava Jayanthi,8281,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3984
220,Doddaballapur,Kalyani Retreat,Heritage,Winter,Shopping,"Doddaballapur, Bengaluru Rural",Heritage spot known for pilgrimage.,4.7,Banashankari Jatre,9481,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4525
221,Hoskote,Nirvana Camps,Camping,Winter,Boating,"Hoskote, Bengaluru Rural",Camping spot known for history.,4.1,Banashankari Jatre,12780,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,9414
222,Hoskote,Vaibhava Resort,Wildlife,Summer,Trekking,"Hoskote, Bengaluru Rural",Wildlife spot known for peace.,3.1,Dasara,24828,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3386
223,Nelamangala,Waterfall Retreat,Heritage,Winter,Sightseeing,"Nelamangala, Bengaluru Rural",Heritage spot known for adventure.,3.9,Banashankari Jatre,14879,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3224
224,Hoskote,Krishna Homestay,Heritage,Winter,Birdwatching,"Hoskote, Bengaluru Rural",Heritage spot known for peace.,2,Dasara,7673,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5895
225,Hoskote,Ilkal Guest House,Nature,Summer,Birdwatching,"Hoskote, Bengaluru Rural",Nature spot known for nature.,2.2,Makar Sankranti,10672,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,3190
226,Dodda Alada Mara,Mallige Resort,Adventure,Monsoon,Shopping,"Dodda Alada Mara, Bengaluru Rural",Adventure spot known for peace.,2.1,Dasara,9637,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3502
227,Dodda Alada Mara,Krishna Guest House,Camping,Monsoon,Camping,"Dodda Alada Mara, Bengaluru Rural",Camping spot known for history.,4,Banashankari Jatre,9886,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,4472
228,Hoskote,Heritage Camps,Nature,Summer,Boating,"Hoskote, Bengaluru Rural",Nature spot known for culture.,2.3,Diwali,6713,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,6611
229,Doddaballapur,Rudra Resort,Wildlife,Monsoon,Temple visit,"Doddaballapur, Bengaluru Rural",Wildlife spot known for beauty.,1.7,Makar Sankranti,7124,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8027
230,Hoskote,Nirvana Inn,Cultural,Winter,Trekking,"Hoskote, Bengaluru Rural",Cultural spot known for beauty.,4.3,Dasara,9671,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,7773
231,Hoskote,Mallige Guest House,Nature,Winter,Boating,"Hoskote, Bengaluru Rural",Nature spot known for nature.,2.5,Banashankari Jatre,17878,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8944
232,Nelamangala,Rudra Inn,Heritage,Monsoon,Trekking,"Nelamangala, Bengaluru Rural",Heritage spot known for beauty.,3.5,Mahashivaratri,13592,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,9586
233,Doddaballapur,Kalyani Camps,Pilgrimage,Summer,Boating,"Doddaballapur, Bengaluru Rural",Pilgrimage spot known for serenity.,3.9,Banashankari Jatre,8484,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7630
234,Nelamangala,Mallige Retreat,Cultural,Summer,Boating,"Nelamangala, Bengaluru Rural",Cultural spot known for adventure.,4,Dasara,13126,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,2467
235,Nelamangala,Sharanas Stay,Nature,Monsoon,Birdwatching,"Nelamangala, Bengaluru Rural",Nature spot known for serenity.,4,Mahashivaratri,15974,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,6549
236,Nelamangala,Rudra Inn,Heritage,Monsoon,Birdwatching,"Nelamangala, Bengaluru Rural",Heritage spot known for history.,3.7,Karthika Deepotsava,4186,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,6251
237,Doddaballapur,Vaibhava Cottages,Wildlife,Monsoon,Camping,"Doddaballapur, Bengaluru Rural",Wildlife spot known for beauty.,5,Dasara,15016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8698
238,Nelamangala,Ilkal Camps,Cultural,Summer,Birdwatching,"Nelamangala, Bengaluru Rural",Cultural spot known for serenity.,4.5,Dasara,6931,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4387
239,Devanahalli,Rudra Stay,Cultural,Summer,Camping,"Devanahalli, Bengaluru Rural",Cultural spot known for history.,2.7,Diwali,9097,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,7008
240,Nelamangala,Mallige Stay,Camping,Summer,Temple visit,"Nelamangala, Bengaluru Rural",Camping spot known for adventure.,1.9,Basava Jayanthi,12762,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4080
241,Whitefield,Heritage Guest House,Adventure,Summer,Camping,"Whitefield, Bengaluru Urban",Adventure spot known for peace.,3.1,Dasara,7781,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,9107
242,Whitefield,Kalyani Camps,Wildlife,Winter,Trekking,"Whitefield, Bengaluru Urban",Wildlife spot known for adventure.,4.6,Makar Sankranti,24802,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,5679
243,Koramangala,Krishna Stay,Wildlife,Summer,Temple visit,"Koramangala, Bengaluru Urban",Wildlife spot known for beauty.,2.4,Makar Sankranti,20999,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,3795
244,Whitefield,Rudra Retreat,Heritage,Summer,Trekking,"Whitefield, Bengaluru Urban",Heritage spot known for peace.,2.6,Basava Jayanthi,13142,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,7029
245,Indiranagar,Heritage Homestay,Adventure,Summer,Shopping,"Indiranagar, Bengaluru Urban",Adventure spot known for serenity.,2,Mahashivaratri,11141,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,9125
246,Indiranagar,Ilkal Resort,Camping,Summer,Sightseeing,"Indiranagar, Bengaluru Urban",Camping spot known for culture.,4.4,Mahashivaratri,22026,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7447
247,Indiranagar,Nirvana Camps,Cultural,Winter,Sightseeing,"Indiranagar, Bengaluru Urban",Cultural spot known for adventure.,1.9,Dasara,17761,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3098
248,Indiranagar,Ilkal Retreat,Camping,Summer,Temple visit,"Indiranagar, Bengaluru Urban",Camping spot known for culture.,2.7,Basava Jayanthi,5742,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,5161
249,Jayanagar,Nirvana Cottages,Cultural,Winter,Sightseeing,"Jayanagar, Bengaluru Urban",Cultural spot known for culture.,1.6,Basava Jayanthi,18300,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,3959
250,MG Road,Krishna Inn,Cultural,Summer,Shopping,"MG Road, Bengaluru Urban",Cultural spot known for serenity.,3.8,Basava Jayanthi,17974,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6457
251,Koramangala,Heritage Stay,Camping,Summer,Shopping,"Koramangala, Bengaluru Urban",Camping spot known for culture.,3.9,Basava Jayanthi,10907,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,8757
252,Jayanagar,Sharanas Resort,Adventure,Summer,Temple visit,"Jayanagar, Bengaluru Urban",Adventure spot known for history.,2.7,Diwali,18612,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,2851
253,MG Road,Vaibhava Cottages,Cultural,Summer,Shopping,"MG Road, Bengaluru Urban",Cultural spot known for peace.,1.8,Ugadi,4119,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4741
254,Indiranagar,Ilkal Inn,Adventure,Monsoon,Trekking,"Indiranagar, Bengaluru Urban",Adventure spot known for serenity.,3.1,Karthika Deepotsava,6970,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,3091
255,MG Road,Sharanas Stay,Wildlife,Summer,Trekking,"MG Road, Bengaluru Urban",Wildlife spot known for culture.,3.7,Basava Jayanthi,4102,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,2326
256,Whitefield,Nirvana Inn,Adventure,Monsoon,Boating,"Whitefield, Bengaluru Urban",Adventure spot known for history.,3.3,Ugadi,1712,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,7497
257,Whitefield,Ilkal Camps,Nature,Summer,Birdwatching,"Whitefield, Bengaluru Urban",Nature spot known for adventure.,3.3,Mahashivaratri,2540,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,3286
258,Jayanagar,Rudra Retreat,Camping,Winter,Temple visit,"Jayanagar, Bengaluru Urban",Camping spot known for culture.,4.2,Mahashivaratri,5851,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,7497
259,Koramangala,Rudra Homestay,Camping,Monsoon,Boating,"Koramangala, Bengaluru Urban",Camping spot known for nature.,3.4,Banashankari Jatre,15228,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,3376
260,Jayanagar,Rudra Cottages,Cultural,Winter,Temple visit,"Jayanagar, Bengaluru Urban",Cultural spot known for nature.,3.6,Makar Sankranti,16283,https://www.raahghar.com/public/storage/image/stay/gallery/chengappa-estate-homestead/ch3.webp,9613
261,Whitefield,Waterfall Camps,Camping,Summer,Temple visit,"Whitefield, Bengaluru Urban",Camping spot known for beauty.,3.3,Karthika Deepotsava,22425,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,6326
262,Indiranagar,Rudra Homestay,Camping,Monsoon,Sightseeing,"Indiranagar, Bengaluru Urban",Camping spot known for peace.,3.7,Ugadi,17662,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,4735
263,Indiranagar,Rudra Homestay,Heritage,Winter,Temple visit,"Indiranagar, Bengaluru Urban",Heritage spot known for pilgrimage.,4.6,Mahashivaratri,10626,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3318
264,MG Road,Mallige Homestay,Nature,Monsoon,Trekking,"MG Road, Bengaluru Urban",Nature spot known for pilgrimage.,3.8,Banashankari Jatre,15823,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4056
265,Indiranagar,Sharanas Cottages,Nature,Winter,Birdwatching,"Indiranagar, Bengaluru Urban",Nature spot known for serenity.,4.4,Dasara,22933,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,7265
266,MG Road,Nirvana Guest House,Adventure,Winter,Trekking,"MG Road, Bengaluru Urban",Adventure spot known for nature.,4.6,Dasara,11002,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9728
267,Koramangala,Ilkal Homestay,Cultural,Winter,Boating,"Koramangala, Bengaluru Urban",Cultural spot known for nature.,4.3,Basava Jayanthi,21493,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,6155
268,MG Road,Waterfall Resort,Wildlife,Monsoon,Shopping,"MG Road, Bengaluru Urban",Wildlife spot known for culture.,2.5,Karthika Deepotsava,5243,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,5990
269,Jayanagar,Mallige Guest House,Wildlife,Summer,Birdwatching,"Jayanagar, Bengaluru Urban",Wildlife spot known for serenity.,3.9,Mahashivaratri,10647,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,5230
270,Koramangala,Kalyani Camps,Pilgrimage,Summer,Sightseeing,"Koramangala, Bengaluru Urban",Pilgrimage spot known for serenity.,3.8,Diwali,23374,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,3649
271,Chintamani,Sharanas Resort,Pilgrimage,Summer,Sightseeing,"Chintamani, Chikkaballapura",Pilgrimage spot known for peace.,3.1,Basava Jayanthi,19382,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,3165
272,Chintamani,Heritage Camps,Cultural,Summer,Sightseeing,"Chintamani, Chikkaballapura",Cultural spot known for beauty.,2.4,Diwali,13239,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,2531
273,Chintamani,Vaibhava Stay,Heritage,Summer,Camping,"Chintamani, Chikkaballapura",Heritage spot known for culture.,4.9,Diwali,23764,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3623
274,Nandi Hills,Ilkal Homestay,Adventure,Winter,Temple visit,"Nandi Hills, Chikkaballapura",Adventure spot known for history.,2.2,Banashankari Jatre,16536,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,2768
275,Nandi Hills,Mallige Retreat,Nature,Summer,Boating,"Nandi Hills, Chikkaballapura",Nature spot known for pilgrimage.,1.9,Mahashivaratri,16899,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,8282
276,Sidalghatta,Heritage Cottages,Wildlife,Winter,Trekking,"Sidalghatta, Chikkaballapura",Wildlife spot known for peace.,3.3,Basava Jayanthi,11348,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7311
277,Gauribidanur,Ilkal Resort,Heritage,Summer,Shopping,"Gauribidanur, Chikkaballapura",Heritage spot known for pilgrimage.,3.9,Banashankari Jatre,4555,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,3523
278,Gauribidanur,Heritage Camps,Wildlife,Monsoon,Boating,"Gauribidanur, Chikkaballapura",Wildlife spot known for peace.,1.5,Makar Sankranti,16877,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,2473
279,Gauribidanur,Mallige Retreat,Heritage,Monsoon,Sightseeing,"Gauribidanur, Chikkaballapura",Heritage spot known for history.,4.7,Diwali,17525,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,7311
280,Chintamani,Sharanas Guest House,Wildlife,Winter,Birdwatching,"Chintamani, Chikkaballapura",Wildlife spot known for beauty.,2,Dasara,9009,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3552
281,Sidalghatta,Mallige Inn,Adventure,Summer,Shopping,"Sidalghatta, Chikkaballapura",Adventure spot known for serenity.,1.7,Basava Jayanthi,8247,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,5004
282,Gauribidanur,Ilkal Inn,Heritage,Summer,Shopping,"Gauribidanur, Chikkaballapura",Heritage spot known for beauty.,5,Dasara,15785,https://q-xx.bstatic.com/xdata/images/hotel/max500/490989526.jpg?k=01cae1a25869f2814bd82ca9f0777a73abe2bac936e63bdde0441981c7706a62&o=,8354
283,Sidalghatta,Mallige Inn,Pilgrimage,Summer,Temple visit,"Sidalghatta, Chikkaballapura",Pilgrimage spot known for nature.,3.1,Diwali,13145,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,7198
284,Sidalghatta,Waterfall Guest House,Pilgrimage,Summer,Boating,"Sidalghatta, Chikkaballapura",Pilgrimage spot known for culture.,2.9,Basava Jayanthi,9967,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,8901
285,Chintamani,Rudra Retreat,Adventure,Winter,Boating,"Chintamani, Chikkaballapura",Adventure spot known for peace.,3.7,Karthika Deepotsava,24427,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8352
286,Muddenahalli,Kalyani Resort,Cultural,Winter,Camping,"Muddenahalli, Chikkaballapura",Cultural spot known for nature.,4.7,Makar Sankranti,24510,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,9610
287,Gauribidanur,Waterfall Guest House,Heritage,Summer,Sightseeing,"Gauribidanur, Chikkaballapura",Heritage spot known for peace.,2.7,Mahashivaratri,6449,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,4066
288,Sidalghatta,Kalyani Stay,Camping,Winter,Sightseeing,"Sidalghatta, Chikkaballapura",Camping spot known for history.,3.6,Karthika Deepotsava,5225,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7138
289,Gauribidanur,Mallige Inn,Adventure,Monsoon,Camping,"Gauribidanur, Chikkaballapura",Adventure spot known for peace.,2.7,Mahashivaratri,18961,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,3614
290,Nandi Hills,Vaibhava Retreat,Pilgrimage,Summer,Trekking,"Nandi Hills, Chikkaballapura",Pilgrimage spot known for beauty.,1.6,Diwali,2510,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,8967
291,Gauribidanur,Mallige Stay,Pilgrimage,Winter,Temple visit,"Gauribidanur, Chikkaballapura",Pilgrimage spot known for peace.,1.9,Karthika Deepotsava,12628,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6726
